Price,Adj Close,Close,High,Low,Open,Volume
Ticker,WIPRO.NS,WIPRO.NS,WIPRO.NS,WIPRO.NS,WIPRO.NS,WIPRO.NS
Date,,,,,,
2021-12-22,335.78863525390625,342.82501220703125,347.95001220703125,340.6000061035156,347.95001220703125,12327754
2021-12-23,340.1473083496094,347.2749938964844,351.0,344.54998779296875,345.04998779296875,12944908
2021-12-24,342.0572814941406,349.2250061035156,351.20001220703125,345.07501220703125,348.875,13182426
2021-12-27,342.6204528808594,349.79998779296875,350.5,345.57501220703125,349.92498779296875,10188656
2021-12-28,345.4854736328125,352.7250061035156,353.75,350.7749938964844,351.5,10158044
2021-12-29,344.6284484863281,351.8500061035156,355.0,350.0249938964844,352.625,7898416
2021-12-30,349.72161865234375,357.04998779296875,359.95001220703125,352.0,352.54998779296875,18087350
2021-12-31,350.3338317871094,357.67498779296875,359.3999938964844,354.54998779296875,357.8999938964844,8549558
2022-01-03,351.9744873046875,359.3500061035156,363.3999938964844,358.0,359.0,9280810
2022-01-04,353.3457336425781,360.75,361.54998779296875,355.7749938964844,361.375,10228800
2022-01-05,349.4278259277344,356.75,360.42498779296875,351.5,360.0,14711264
2022-01-06,345.63238525390625,352.875,356.125,349.9750061035156,352.8999938964844,12883220
2022-01-07,348.4483642578125,355.75,360.75,353.79998779296875,354.0,13120326
2022-01-10,339.633056640625,346.75,354.5,345.0,354.5,27537820
2022-01-11,339.951416015625,347.07501220703125,349.2250061035156,344.5,347.5,15487458
2022-01-12,338.58013916015625,345.67498779296875,350.875,341.6000061035156,350.0,23460682
2022-01-13,318.20703125,324.875,333.0,324.0,331.6000061035156,61505934
2022-01-14,313.33416748046875,319.8999938964844,324.625,318.25,324.625,26514548
2022-01-17,316.6888732910156,323.32501220703125,325.82501220703125,316.5249938964844,319.75,20457876
2022-01-18,310.15087890625,316.6499938964844,325.0,315.57501220703125,324.45001220703125,14329980
2022-01-19,304.2005615234375,310.57501220703125,315.82501220703125,309.5,315.5,17382766
2022-01-20,301.28662109375,307.6000061035156,311.20001220703125,305.25,310.32501220703125,16827124
2022-01-21,297.2822265625,302.5249938964844,305.5,300.3999938964844,305.0,19646694
2022-01-24,281.412109375,286.375,302.75,284.2250061035156,302.75,26150716
2022-01-25,276.4742126464844,281.3500061035156,286.0,275.3500061035156,281.25,34712370
2022-01-27,267.6547546386719,272.375,278.45001220703125,268.6000061035156,277.5,31351744
2022-01-28,271.2906188964844,276.07501220703125,282.4750061035156,273.32501220703125,275.04998779296875,29899780
2022-01-31,281.3384094238281,286.29998779296875,287.20001220703125,281.2749938964844,284.5,26252174
