Price,Adj Close,Close,High,Low,Open,Volume
Ticker,SBIN.NS,SBIN.NS,SBIN.NS,SBIN.NS,SBIN.NS,SBIN.NS
Date,,,,,,
2021-12-22,433.0276184082031,455.8500061035156,457.29998779296875,449.0,450.0,13102553
2021-12-23,438.6796875,461.79998779296875,465.0,457.75,461.0,14471377
2021-12-24,434.0725402832031,456.95001220703125,463.6000061035156,452.20001220703125,462.6000061035156,13221159
2021-12-27,435.1174621582031,458.04998779296875,460.5,450.54998779296875,453.70001220703125,8856482
2021-12-28,438.1097717285156,461.20001220703125,462.8999938964844,459.04998779296875,461.20001220703125,8832210
2021-12-29,431.65020751953125,454.3999938964844,462.1499938964844,451.3999938964844,461.0,11757303
2021-12-30,429.08538818359375,451.70001220703125,454.8999938964844,448.5,452.75,28879190
2021-12-31,437.3973388671875,460.45001220703125,461.3999938964844,453.1000061035156,454.25,10005842
2022-01-03,447.2291259765625,470.79998779296875,472.0,460.1000061035156,462.0,13124509
2022-01-04,459.2933044433594,483.5,484.70001220703125,471.04998779296875,472.5,23296671
2022-01-05,467.7476806640625,492.3999938964844,495.0,479.1499938964844,481.8999938964844,24694169
2022-01-06,467.0827941894531,491.70001220703125,494.3999938964844,485.3999938964844,487.70001220703125,18190843
2022-01-07,466.6552734375,491.25,501.95001220703125,489.45001220703125,493.45001220703125,22746330
2022-01-10,478.4344482421875,503.6499938964844,504.95001220703125,492.5,493.3500061035156,15832274
2022-01-11,480.61932373046875,505.95001220703125,507.79998779296875,499.25,503.0,16107950
2022-01-12,484.7040100097656,510.25,513.5,508.5,509.8999938964844,14489616
2022-01-13,485.74896240234375,511.3500061035156,512.8499755859375,507.0,510.0,10450974
2022-01-14,482.899169921875,508.3500061035156,510.3500061035156,505.1499938964844,509.0,8724574
2022-01-17,488.26629638671875,514.0,518.9000244140625,507.54998779296875,508.0,17422211
2022-01-18,481.4267272949219,506.79998779296875,517.4500122070312,505.0,514.0,12592506
2022-01-19,489.97613525390625,515.7999877929688,517.6500244140625,500.29998779296875,505.0,16079457
2022-01-20,485.7964782714844,511.3999938964844,519.1500244140625,508.0,516.0,17724642
2022-01-21,477.53204345703125,502.70001220703125,507.5,498.0,505.29998779296875,16947941
2022-01-24,469.41009521484375,494.1499938964844,506.79998779296875,488.0,502.3999938964844,20233933
2022-01-25,488.8837890625,514.6500244140625,517.5,489.0,490.0,21791739
2022-01-27,502.46783447265625,528.9500122070312,530.8499755859375,503.20001220703125,503.54998779296875,35409230
2022-01-28,497.2431945800781,523.4500122070312,536.4000244140625,521.4000244140625,534.0,24715250
2022-01-31,511.3497009277344,538.2999877929688,540.9000244140625,527.0499877929688,529.0,28674232
2022-02-01,505.65008544921875,532.2999877929688,543.9500122070312,520.0,543.9500122070312,32245356
2022-02-02,512.7745361328125,539.7999877929688,544.25,531.3499755859375,536.6500244140625,21661864
2022-02-03,513.0595092773438,540.0999755859375,544.7000122070312,537.1500244140625,537.1500244140625,22717677
2022-02-04,503.75018310546875,530.2999877929688,546.4000244140625,527.2999877929688,542.1500244140625,25332894
2022-02-07,506.55255126953125,533.25,549.0,525.25,531.9000244140625,52289545
2022-02-08,504.7475891113281,531.3499755859375,537.6500244140625,519.0,535.5,26567546
2022-02-09,508.4523620605469,535.25,536.5,527.75,534.9500122070312,14856155
2022-02-10,513.487060546875,540.5499877929688,543.9500122070312,534.4000244140625,537.0999755859375,18659370
2022-02-11,503.08526611328125,529.5999755859375,537.7000122070312,527.0999755859375,536.25,14607095
2022-02-14,476.2970886230469,501.3999938964844,515.5999755859375,499.70001220703125,515.0,26153332
2022-02-15,498.52557373046875,524.7999877929688,526.8499755859375,497.1000061035156,502.0,23842951
2022-02-16,490.83111572265625,516.7000122070312,528.0,514.0,526.5,19773807
2022-02-17,487.2688903808594,512.9500122070312,520.0,511.1499938964844,520.0,16408356
2022-02-18,489.5011901855469,515.2999877929688,520.9000244140625,510.1000061035156,510.1000061035156,15111223
2022-02-21,486.22393798828125,511.8500061035156,517.5,504.6499938964844,511.54998779296875,16866932
2022-02-22,473.44732666015625,498.3999938964844,505.29998779296875,495.5,500.8999938964844,27108772
2022-02-23,473.7323303222656,498.70001220703125,505.3500061035156,497.25,503.0,13899433
2022-02-24,448.98651123046875,472.6499938964844,487.95001220703125,468.0,480.0,32356037
2022-02-25,458.77081298828125,482.95001220703125,491.8999938964844,479.29998779296875,480.0,21792287
2022-02-28,459.0083312988281,483.20001220703125,485.29998779296875,473.1000061035156,476.8999938964844,18069367
2022-03-02,450.50640869140625,474.25,479.79998779296875,467.0,478.0,22003848
2022-03-03,443.99932861328125,467.3999938964844,483.3999938964844,464.6000061035156,480.0,20358590
2022-03-04,438.82220458984375,461.95001220703125,470.8999938964844,457.6499938964844,460.29998779296875,20684268
2022-03-07,418.2561340332031,440.29998779296875,453.95001220703125,433.45001220703125,447.5,33720472
2022-03-08,418.2561340332031,440.29998779296875,442.1000061035156,425.0,438.0,42510207
2022-03-09,429.08538818359375,451.70001220703125,454.29998779296875,438.54998779296875,442.0,32331325
2022-03-10,445.2342529296875,468.70001220703125,476.6499938964844,461.6499938964844,469.8999938964844,34553299
2022-03-11,446.8016662597656,470.3500061035156,474.79998779296875,462.0,466.3999938964844,22091309
2022-03-14,460.86065673828125,485.1499938964844,486.0,470.54998779296875,471.0,27750689
2022-03-15,461.525634765625,485.8500061035156,490.5,480.6499938964844,489.0,27204899
2022-03-16,468.0801696777344,492.75,494.29998779296875,489.3999938964844,493.0,16211288
