Price,Close,High,Low,Open,Volume
Ticker,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS
Date,,,,,
2022-05-02,151.8212127685547,152.93585244513162,148.1166546180185,148.1166546180185,12634353
2022-05-04,155.7880096435547,157.00100286271808,152.70634975273842,152.77191443004526,23124643
2022-05-05,153.263671875,157.78782143465338,152.6735630907477,156.31255614387797,16481935
2022-05-06,156.31256103515625,156.8043161474692,151.7556223238961,151.7556223238961,17715186
2022-05-09,160.7383575439453,161.5907250707684,154.50945943535046,156.7059629425443,54118806
2022-05-10,159.7548370361328,162.83649688198682,159.0008099088293,161.16453760635935,30997494
2022-05-11,156.83709716796875,162.60702935182124,156.5092604152433,159.98433533001767,15412618
2022-05-12,154.6733856201172,158.6074267295409,152.21460992672738,156.7059708587104,26538994
2022-05-13,154.9356231689453,157.26325563616257,152.83746037432098,157.26325563616257,15074553
2022-05-16,154.21437072753906,155.98469682392914,152.77189465466608,154.41107807370756,7960529
2022-05-17,156.47650146484375,156.9026919568718,152.60802470135656,154.01772555665863,15470937
2022-05-18,149.42799377441406,156.21421185220225,148.9034496369271,155.72245672570006,19181550
2022-05-19,149.6902618408203,150.57541837691517,145.33003050113993,146.21518703723476,15085602
2022-05-20,150.18202209472656,152.83749179390463,148.6739676929378,151.29666172059711,15148281
2022-05-23,147.26426696777344,152.1162535863137,147.00199489709607,152.1162535863137,11572501
2022-05-24,148.83787536621094,150.57541270252514,147.2642563948375,147.52652844668484,16336858
2022-05-25,147.42816162109375,150.41148093302877,145.9201208018606,149.75580753169882,11062614
2022-05-26,148.96900939941406,150.21479168001943,146.80529491808895,148.8378800392287,14150454
2022-05-27,147.32981872558594,149.91973685421334,146.47745124530047,149.8869478458633,8430491
2022-05-30,149.657470703125,150.7393346050657,147.06756581216453,147.19869517131025,9305758
2022-05-31,152.7063446044922,154.1816098228573,149.62467147785898,149.65746048526225,26351545
2022-06-01,150.28036499023438,152.77192969452773,149.59191580015911,152.21460987216818,10282009
2022-06-02,147.88714599609375,150.41148600845239,147.23147257263903,150.41148600845239,10071898
2022-06-03,148.18222045898438,149.5591322289351,147.52654691713047,148.18222045898438,16082518
2022-06-06,147.39540100097656,149.13292502009975,146.5758091656502,148.1822038270055,12693293
2022-06-07,147.5265350341797,148.3461268954807,146.67415416254215,146.83807253480234,9103195
2022-06-08,147.23146057128906,148.51001830692206,146.24795051627635,146.24795051627635,11240130
2022-06-09,147.42816162109375,147.9854813442823,144.9038216939154,147.32980794295236,9468041
2022-06-10,147.1658935546875,149.13291381163432,145.5922880208979,145.5922880208979,9019239
2022-06-13,145.7889862060547,147.85436020277157,145.23166645194638,145.46114948720154,10186775
2022-06-14,146.8380889892578,149.03460609545192,145.55953087823946,145.78901395717702,17023962
2022-06-15,145.72344970703125,148.378932979085,145.49396662740367,147.0347968360034,5898563
2022-06-16,141.85494995117188,147.06756194539327,141.3959838665182,146.4446641565511,11883333
2022-06-17,138.5765838623047,142.21557692112663,137.85534572029525,140.4452505656008,19675226
2022-06-20,136.54400634765625,138.2815437902506,135.29822402996342,137.10132615460233,7402273
2022-06-21,137.92092895507812,139.75682023602832,135.92113262588825,137.068561341554,9459619
2022-06-22,138.11761474609375,138.51101614768353,136.51120679167894,138.21596843141882,10257637
2022-06-23,136.74070739746094,138.80606815457722,135.16708840274924,137.75699327133972,13114525
2022-06-24,137.00296020507812,139.00276953665468,136.2161574115095,139.00276953665468,9499105
2022-06-27,138.70773315429688,139.8879374410545,137.4619508462932,139.8879374410545,17545390
2022-06-28,137.8881378173828,138.70772966522813,136.60956653091745,137.39638270867562,6770087
2022-06-29,138.4126739501953,140.9698032823287,136.67513649761034,137.10132694291784,41502918
2022-06-30,138.9372100830078,140.80587679275766,137.95369988422254,138.6749380287229,22260722
2022-07-01,135.3965606689453,139.59287320749866,134.54417989059345,138.37988005346702,11133663
2022-07-04,138.150390625,139.10112513164205,134.445846303038,134.445846303038,20178279
2022-07-05,140.4124755859375,141.59267982237432,138.31431248830953,138.3471014975345,20083997
2022-07-06,137.98648071289062,140.4124806310936,136.51121535955374,140.31412693959552,19203527
2022-07-07,139.3634033203125,141.1665053878598,139.0683422508872,139.82236941980375,14069302
2022-07-08,143.4613494873047,143.85475087096626,139.42895529042653,140.31411173859252,17142257
2022-07-11,142.31393432617188,145.06775760931166,141.75660119579092,144.24816575841157,10826079
2022-07-12,139.9862823486328,142.24835042774993,139.7567993078067,141.0353572064884,8503695
2022-07-13,140.6091766357422,142.08444200965758,139.9535031362242,140.64196564660267,10210005
2022-07-14,140.87142944335938,143.7563951147443,139.56008262361257,143.7563951147443,10898403
2022-07-15,137.2324676513672,142.2811482200656,136.90463090431635,142.2811482200656,22067479
2022-07-18,137.85536193847656,139.26506271898847,136.97020532643356,137.9209266246071,15155654
2022-07-19,137.69142150878906,138.67493166242326,137.42914946654457,137.6258568331555,14922395
2022-07-20,137.19969177246094,139.1995014567618,136.70793660481772,138.54382789990416,14181034
2022-07-21,139.19947814941406,139.78957358001114,137.3307981534886,137.65863487702492,12461554
2022-07-22,137.69142150878906,140.28132624414172,137.36358479091098,140.28132624414172,9272199
2022-07-25,136.3145294189453,138.34711469197504,135.9866926542724,137.6914411626292,6635194
2022-07-26,137.10133361816406,138.34711600367515,135.78998654703918,136.31453071137403,11451315
2022-07-27,138.11761474609375,138.3470977853786,137.298022934569,137.6258596591789,9209354
2022-07-28,140.44525146484375,140.83866621728674,137.7242172452818,138.34710170379844,13192642
2022-07-29,140.28134155273438,142.8056952276408,139.56010336263753,141.8877496494668,15433067
2022-08-01,143.5596923828125,144.3465085038454,140.41246791781123,141.00257667365838,12136557
2022-08-02,145.9529266357422,146.47747080111023,142.51064056725906,144.21538909513683,17748747
2022-08-03,146.60858154296875,147.3626086824786,144.01867673738116,146.44466317958447,12406038
2022-08-04,144.772705078125,147.00198416688008,143.65805219403677,146.87085481096884,9712267
2022-08-05,146.64137268066406,147.36261082208472,143.49413472210566,145.36280142387625,14099223
2022-08-08,145.49395751953125,148.37892369061464,144.96941336489354,147.52654277425637,8392041
2022-08-10,146.54302978515625,147.46097536897878,144.60879826257914,144.73992762896304,8585266
2022-08-11,146.1168212890625,148.77230401792778,145.36279417619988,147.29703879960488,5040626
2022-08-12,149.52633666992188,149.8869490661557,145.55950693337581,146.21518038803066,13279062
2022-08-16,150.05087280273438,150.77211096073816,148.8706685459221,150.28035585213863,11298246
2022-08-17,149.82139587402344,151.42779062519068,149.29685173420347,150.05087893280282,11225465
2022-08-18,151.69004821777344,151.9195312546509,149.32962649328596,149.46075584587015,11360485
2022-08-19,151.06103515625,152.08730189440263,149.43885074450816,151.2596609100606,9829530
2022-08-22,149.6043701171875,152.81562772359868,149.40574437509255,151.02791522043395,9190493
2022-08-23,150.6637725830078,151.5245111380323,148.44568393298775,148.9422685315201,8903751
2022-08-24,151.9217987060547,152.25285515428817,149.9685710497657,150.53136431761834,13007225
2022-08-25,149.8361358642578,152.94806071563875,149.041592401485,152.61700430716334,12124365
2022-08-26,152.58389282226562,153.08047743349547,150.0347611787631,150.0347611787631,7966045
2022-08-29,150.33273315429688,151.55763927480638,149.37266140632497,151.12726321335143,7517013
2022-08-30,152.02110290527344,152.45147893844018,151.0279336613748,151.09414225015738,7214498
2022-09-01,149.70370483398438,152.35215609498619,148.9753834313528,149.00849446040323,13109081
2022-09-02,148.44569396972656,151.5245213829374,148.18085960917875,150.63067173928786,6897237
2022-09-05,147.91603088378906,149.33957637384992,146.79043082318935,148.97540887497783,18055474
2022-09-06,149.00851440429688,150.96174208242562,148.31329046694447,148.31329046694447,14103701
2022-09-07,148.578125,150.26650467104344,147.68427535406872,147.68427535406872,7866745
2022-09-08,148.578125,150.2334071112506,147.94910971529256,149.63750285705635,7187735
2022-09-09,147.5849609375,149.73682775800654,147.32011309621657,149.67061916536588,9162027
2022-09-12,148.28018188476562,148.77676657087764,147.12148428383753,148.0153474954166,8778919
2022-09-13,150.16720581054688,150.63067943590744,148.1808671806228,148.51192361894348,11278383
2022-09-14,153.974365234375,154.40472785663627,148.77676802566774,148.9754072903436,25072958
2022-09-15,157.31800842285156,157.74838446390658,153.84191600549372,154.5702374368913,23606369
2022-09-16,156.0269012451172,157.88080920742357,154.53714728059487,157.84771164620005,29399642
2022-09-19,154.37159729003906,157.64905016145414,153.37842812043218,156.22550499087382,13920046
2022-09-20,154.0736541748047,156.42416017095263,153.67638916057808,154.93440626456263,20162973
2022-09-21,150.33273315429688,155.16614904320045,148.511922754136,154.83509260680756,14468837
2022-09-22,145.7310333251953,149.9023496036326,145.1020315157625,148.3132760941936,26264530
2022-09-23,134.1109619140625,145.4992974403304,131.1645516764109,144.53923920500768,87162722
2022-09-26,132.98536682128906,138.6133261983425,123.38473023690379,132.4225735777279,167547134
2022-09-27,135.63381958007812,137.65326923459241,133.25021592720157,136.2628348929745,54127095
2022-09-28,137.5208282470703,139.30854095547946,134.1109579778008,135.8655461859803,52877873
2022-09-29,137.71946716308594,140.43412704282972,136.42835254671996,138.34846895655247,36761869
2022-09-30,140.50033569335938,144.80406904411672,137.05735440104144,137.05735440104144,62897614
2022-10-03,139.5734100341797,142.12254210230608,138.38160138041366,141.03005308147422,11740863
2022-10-04,138.0174102783203,140.59965293936168,137.71946490119691,140.43412473635544,19179333
2022-10-06,136.59390258789062,139.63961936596226,136.13041545533758,138.28228247375108,20692745
2022-10-07,138.64642333984375,138.87816012624427,135.07101151730075,135.07101151730075,14282850
2022-10-10,138.34849548339844,140.33483433295604,137.42154813018286,137.6863825335459,16834226
2022-10-11,137.9512176513672,140.00376491196778,136.75942253427064,139.0437066117466,17807162
2022-10-12,142.7184295654297,142.98326392766506,138.6133218314165,139.34164326900455,35288330
2022-10-13,141.65904235839844,143.87713123710824,141.19556874027083,142.32115522470684,16436903
2022-10-14,140.7982940673828,144.3405949652766,140.06997265849097,144.3405949652766,23365190
2022-10-17,140.26861572265625,142.32116302658645,139.70582244958658,140.33482431877243,9520537
2022-10-18,140.59967041015625,142.35427227419171,140.0699881771502,140.99693545259115,13256574
2022-10-19,141.62594604492188,143.61228466134233,140.99693073395622,141.03004176585156,11595367
2022-10-20,144.00955200195312,144.34060844333692,140.59966796155575,140.73209862054193,16371066
2022-10-21,143.87713623046875,144.93651415918455,141.69215830753143,142.58600801392535,11634491
2022-10-24,144.90338134765625,145.83034194748214,144.73785315021303,145.53239658037202,1132859
2022-10-25,144.67166137695312,145.26756565113965,141.85768169341972,144.9033981861588,20622687
2022-10-27,148.2470703125,148.87607213384754,143.91022574198658,145.20135388630268,24298489
2022-10-28,150.16720581054688,151.62384875086946,147.78358867806125,148.1808671806228,11669879
2022-10-31,151.06103515625,152.45146931580078,150.10096353198176,150.9286045163238,11755682
2022-11-01,155.69583129882812,156.19241591058025,152.1535304291402,152.71632362831534,15220278
2022-11-02,154.470947265625,156.6228142227675,154.17298837374153,155.69585345477716,12884449
2022-11-03,150.99484252929688,154.66956080570074,150.10097939516567,154.2722957853761,9358215
2022-11-04,149.73681640625,151.9217806220713,148.9753839718057,150.96172242476314,8059667
2022-11-07,150.96173095703125,153.5439737859667,149.90235308305586,150.4982573467672,14862038
2022-11-09,144.83718872070312,152.9480712890625,144.37371510508515,152.9480712890625,22831150
2022-11-10,142.28805541992188,145.76414791322264,141.36109472756422,143.01637686723126,16217631
2022-11-11,141.72525024414062,144.24127080199042,141.3941938441036,143.0163648159973,12123886
2022-11-14,143.2845458984375,144.8777235957059,142.53880461385555,143.01336348779577,18460862
2022-11-15,146.43699645996094,146.77597098880344,142.13202270224292,142.36930211385092,15258103
2022-11-16,147.18275451660156,147.420033955377,144.70823741414836,146.40311025241624,9825807
2022-11-17,147.9962921142578,149.45387162589327,146.6064909602454,147.047160628072,9449665
2022-11-18,148.0301513671875,148.33523667227252,147.013227936051,148.0301513671875,5828998
2022-11-21,148.50474548339844,148.809817039893,146.77596988217238,147.45391893474593,4712051
2022-11-22,147.6573028564453,148.60642045515362,147.04714597662698,148.13186165579947,4366445
2022-11-23,145.86074829101562,148.33526520806083,145.2505913563743,147.96238769441626,13510578
2022-11-24,149.65724182128906,149.82672907136978,145.8268272108829,146.03021742814286,7622243
2022-11-25,149.55557250976562,149.75896276210875,146.84377604071128,149.6572676359372,10989671
2022-11-28,150.03012084960938,150.64026392192204,148.57252772516807,148.57252772516807,4526153
2022-11-29,148.7081298828125,150.6741849990878,148.1657788874704,150.0301388818348,6476054
2022-11-30,151.860595703125,152.50464181952356,147.55562175315848,148.70812968552733,17317951
2022-12-01,150.43692016601562,152.43686465494378,149.48778859098277,151.86061063210948,13241961
2022-12-02,149.01319885253906,150.1657066596258,148.1657625847082,148.1657625847082,12880949
2022-12-05,150.43692016601562,150.67419961154613,147.25055086361323,148.9454237501323,16477957
2022-12-06,151.52162170410156,151.9622913714426,148.74203319204895,150.199626494988,11299945
2022-12-07,149.86065673828125,151.92839325432175,149.45387623671655,151.0809568642453,5813973
2022-12-08,147.6573028564453,150.40298812626557,147.04714597662698,150.36909895083068,11176439
2022-12-09,147.2505340576172,148.43694494277312,146.23361044176926,148.0640812260411,6020031
2022-12-12,146.13192749023438,147.79289719382703,145.48786759827726,146.43699905443412,8194429
2022-12-13,146.64036560058594,146.9793400806678,144.4370314800537,146.1319038804631,8235450
2022-12-14,148.60643005371094,149.52167232900845,146.6403887926206,146.6403887926206,10055353
2022-12-15,146.67428588867188,149.41998527697692,146.36921430904235,148.80982832480805,5385778
2022-12-16,144.5387420654297,147.92848755282634,144.13197536552403,145.75905595805636,11166617
2022-12-19,148.40306091308594,148.60643736756552,144.74213301044585,145.11501053302308,7758862
2022-12-20,147.31834411621094,148.4030599115106,145.01331443063057,148.4030599115106,6541929
2022-12-21,146.4709014892578,147.96238391997016,144.97940526563636,147.14885055647417,7005861
2022-12-22,145.759033203125,147.11493118640988,144.30144011251224,146.50477433535016,6961415
2022-12-23,143.2167510986328,145.96245054218485,142.67438628736744,144.67434446011217,4554651
2022-12-26,143.62351989746094,145.25060056198828,143.01336292414942,143.38624046142598,6864331
2022-12-27,144.16586303710938,145.89462477646083,143.58960912399223,144.36923946902283,13115851
2022-12-28,146.2675018310547,148.06406950204558,144.06416750451504,144.06416750451504,16815549
2022-12-29,146.2675018310547,146.77596359871768,144.7421165280657,145.11499400818184,22536873
2022-12-30,144.87771606445312,146.94546632108322,144.57264448890885,146.47090747181218,4643134
2023-01-02,145.79296875,146.09804034724996,144.40316748939324,145.45399417842867,5959394
2023-01-03,146.16583251953125,146.5725992468808,145.31839609050692,145.92855307798655,2873110
2023-01-04,143.08116149902344,146.03023729301717,142.70828398095924,146.03023729301717,9954542
2023-01-05,141.55577087402344,143.6574102256249,140.06427464911567,143.6574102256249,21273509
2023-01-06,141.08120727539062,142.5727035957053,140.70834353999444,141.11511024811298,11510471
2023-01-09,141.7591552734375,143.69130746651146,138.47110486867518,141.82694742543995,52485126
2023-01-10,143.58961486816406,144.0302707180587,141.69135200358411,142.3015089095497,17248326
2023-01-11,143.69129943847656,144.43705444756773,142.43709642131913,143.86078670546834,9164361
2023-01-12,144.74212646484375,145.01330885146277,143.3184361762304,144.77602943551207,21179555
2023-01-13,145.0811004638672,145.9963289465294,144.6065416337191,144.80991807825012,6560245
2023-01-16,146.19972229003906,146.36920956053692,144.19976422241865,145.75905262816275,8362194
2023-01-17,148.06410217285156,148.2674786490475,145.69128006685366,146.19974194671033,13000571
2023-01-18,148.7081298828125,149.25049467106413,146.70818558783995,147.99629161525544,11171369
2023-01-19,149.65724182128906,149.99621632145053,148.23355167919243,148.3352467878224,11586815
2023-01-20,151.3521270751953,151.7927967211181,149.82674169593804,149.82674169593804,10112645
2023-01-23,152.6063232421875,154.77576840466043,151.5555105259236,151.86058207095644,14393610
2023-01-24,149.7928466796875,153.62326181623823,149.48777510480073,153.38598239211413,6150893
2023-01-25,148.74203491210938,149.99623798526866,147.65731911350971,149.6233604640736,5790331
2023-01-27,148.64031982421875,150.13180212285164,147.1149345580637,148.6742227917409,10458603
2023-01-30,143.62351989746094,148.3691637898013,142.74219430748678,147.79290979002772,24288177
2023-01-31,146.87767028808594,149.28438123564865,143.8268994416388,144.1319710091198,20997546
2023-02-01,146.80987548828125,152.53853956823585,144.80991747153007,152.53853956823585,20246369
2023-02-02,144.19976806640625,147.1827468652689,143.28453953990206,146.43700561378068,12820663
2023-02-03,145.6573486328125,145.86073886218173,142.64048091892306,144.53872995709884,10815686
2023-02-06,147.14886474609375,147.35224121012487,144.43706821572877,144.70823683443695,6948201
2023-02-07,147.0132598876953,147.9284884160512,145.82684896018327,147.79290411292803,10035526
2023-02-08,147.1173553466797,147.98479258339358,146.0417275257766,147.70720984395624,12432719
2023-02-09,147.7071990966797,148.47054098575774,147.11734464232137,147.11734464232137,7011082
2023-02-10,148.57461547851562,148.81749502944555,147.01322878454104,147.047931914006,10892159
2023-02-13,149.89315795898438,150.2401328616672,148.50525834825305,148.57465050510064,7710133
2023-02-14,149.19918823242188,150.62179079085243,147.63780137882677,150.62179079085243,6010681
2023-02-15,148.8522186279297,149.33797779658747,147.81129402213998,147.98478145643827,8107497
2023-02-16,148.92161560058594,150.51770569519482,148.50524856847528,150.51770569519482,3963115
2023-02-17,148.36647033691406,149.82376206817383,147.8113048590796,148.5052546471504,6491149
2023-02-20,149.75436401367188,150.5870980791745,148.64403310174302,149.61556559045877,6841917
2023-02-21,150.7258758544922,151.8015035844105,149.9278449589746,150.96876955498198,6701434
2023-02-22,148.95631408691406,150.7952837163216,147.81129419551363,149.89314340953493,9128659
2023-02-23,147.9847869873047,149.82375668328592,147.5337168175819,149.19919907278083,10345874
2023-02-24,149.23390197753906,149.47678157056987,147.39493228440162,147.39493228440162,9808830
2023-02-27,152.11378479003906,152.63424712045907,148.88692963619053,150.20542291183241,17763618
2023-02-28,154.23033142089844,154.7507937316551,151.8015073040339,153.08531151354495,36559278
2023-03-01,151.9055938720703,154.2303225696795,150.8646693102952,153.74456342156162,12896085
2023-03-02,152.9118194580078,153.36288960406137,149.7543566725196,151.28104042391573,79708558
2023-03-03,154.12623596191406,156.45096479032694,152.94652703956834,152.94652703956834,9951869
2023-03-06,157.63067626953125,158.77569609161574,154.7507822074529,155.44473190345042,15659957
2023-03-08,158.2552490234375,158.46342548117096,156.62445578641635,157.49189298974926,11591495
2023-03-09,156.69386291503906,159.9207180343432,156.4856723377221,158.91449652034748,13941653
2023-03-10,157.21432495117188,158.32464175178706,154.23033531347724,154.23033531347724,9605434
2023-03-13,156.90203857421875,159.64314860884883,156.41627938754715,158.25524908299383,13209653
2023-03-14,156.27748107910156,158.04705862324883,155.4447470103523,156.24279206199606,9583405
2023-03-15,158.42872619628906,159.64313820224874,156.62444563553728,157.24900320514806,12228069
2023-03-16,161.10044860839844,161.62091095747675,158.46343372569038,159.2267756806496,18437817
2023-03-17,159.40023803710938,162.38422734945502,158.4287197665248,162.3495242176016,33711025
2023-03-20,157.8735809326172,159.1920883882709,156.3468970061413,156.3468970061413,9281411
2023-03-21,154.85488891601562,158.01235179480412,154.3691156218948,157.70008005593226,11272787
2023-03-22,155.51414489746094,155.93051194718876,153.22411906473567,154.7508029532192,7589846
2023-03-23,154.1609344482422,155.7917134805864,153.53637687117924,155.44473861760068,17091298
2023-03-24,154.3344268798828,155.61823109083417,153.224110106045,154.75079390526653,10371666
2023-03-27,152.73834228515625,157.0061362147942,152.35667838089404,154.68140729784412,19983733
2023-03-28,154.12623596191406,154.82018570881007,151.7668039987789,153.5363815007412,8689166
2023-03-29,154.36912536621094,155.23656260499263,153.0506320580185,154.126245763041,19743258
2023-03-31,156.62445068359375,157.35310355803153,154.750792032816,155.4447417728735,10202058
2023-04-03,155.86111450195312,157.76947635700884,155.34065217784703,157.76947635700884,7643214
2023-04-05,156.5897674560547,157.24901408610114,155.23655694185456,157.24901408610114,12019382
2023-04-06,156.3121795654297,157.80417433613584,155.89581254343915,157.66537591650987,4282875
2023-04-10,158.94920349121094,159.1920830916449,156.13870122184002,156.27748553110385,4145643
2023-04-11,160.54527282714844,160.99634299111403,158.53281571607073,158.84510157655947,5106602
