Price,Adj Close,Close,High,Low,Open,Volume
Ticker,ADANIENT.NS,ADANIENT.NS,ADANIENT.NS,ADANIENT.NS,ADANIENT.NS,ADANIENT.NS
Date,,,,,,
2021-12-22,1655.07177734375,1658.0999755859375,1663.449951171875,1627.0,1631.25,993006
2021-12-23,1673.138671875,1676.199951171875,1684.199951171875,1658.199951171875,1674.699951171875,979023
2021-12-24,1695.0985107421875,1698.199951171875,1703.949951171875,1658.199951171875,1680.0,1234386
2021-12-27,1727.0400390625,1730.199951171875,1738.0,1686.050048828125,1694.75,1672655
2021-12-28,1747.8021240234375,1751.0,1760.0,1728.0999755859375,1740.0,1552918
2021-12-29,1714.912353515625,1718.050048828125,1755.0,1709.4000244140625,1751.0,1100579
2021-12-30,1693.3017578125,1696.4000244140625,1725.0,1685.0,1714.0,1359574
2021-12-31,1706.327880859375,1709.449951171875,1725.0,1691.050048828125,1694.949951171875,1310960
2022-01-03,1714.013916015625,1717.1500244140625,1733.0,1711.199951171875,1713.0,1094708
2022-01-04,1715.8604736328125,1719.0,1728.0,1700.0,1725.75,1191189
2022-01-05,1712.31689453125,1715.449951171875,1744.6500244140625,1702.550048828125,1722.0,1583598
2022-01-06,1709.9713134765625,1713.0999755859375,1723.8499755859375,1675.5999755859375,1710.0,1615375
2022-01-07,1695.996826171875,1699.0999755859375,1730.800048828125,1689.5,1719.9000244140625,1295933
2022-01-10,1749.3990478515625,1752.5999755859375,1766.0,1699.0999755859375,1707.550048828125,1670551
2022-01-11,1840.5323486328125,1843.9000244140625,1850.0,1737.0,1758.0,5126019
2022-01-12,1826.7576904296875,1830.0999755859375,1873.0,1808.300048828125,1873.0,2518912
2022-01-13,1849.965087890625,1853.3499755859375,1863.0,1808.0,1834.0,1881069
2022-01-14,1866.8343505859375,1870.25,1890.449951171875,1831.0999755859375,1850.0,2357616
2022-01-17,1874.37060546875,1877.800048828125,1901.4000244140625,1855.6500244140625,1876.0,1700525
2022-01-18,1837.587646484375,1840.949951171875,1908.5,1830.050048828125,1885.0,2294146
2022-01-19,1845.922607421875,1849.300048828125,1857.0,1811.25,1839.800048828125,1544606
2022-01-20,1862.4422607421875,1865.8499755859375,1880.3499755859375,1843.699951171875,1855.0,1252017
2022-01-21,1825.0108642578125,1828.3499755859375,1873.0,1810.75,1860.8499755859375,1929667
2022-01-24,1712.6663818359375,1715.800048828125,1827.449951171875,1696.550048828125,1822.0,2381112
2022-01-25,1738.2196044921875,1741.4000244140625,1750.550048828125,1668.0,1668.0,1817963
2022-01-27,1682.9208984375,1686.0,1725.550048828125,1654.5,1718.0,3549583
2022-01-28,1690.6065673828125,1693.699951171875,1744.0999755859375,1683.949951171875,1702.5,1624750
2022-01-31,1711.8177490234375,1714.949951171875,1734.0,1705.0,1708.949951171875,1024738
2022-02-01,1743.7095947265625,1746.9000244140625,1765.0999755859375,1699.1500244140625,1727.949951171875,1574361
2022-02-02,1776.100341796875,1779.3499755859375,1786.0,1747.0,1755.0,1405276
2022-02-03,1748.6505126953125,1751.8499755859375,1787.0,1746.4000244140625,1771.949951171875,588866
2022-02-04,1754.090576171875,1757.300048828125,1770.0,1733.699951171875,1758.0,855996
2022-02-07,1728.63720703125,1731.800048828125,1765.5,1722.0999755859375,1765.0,854871
2022-02-08,1712.8660888671875,1716.0,1747.0,1677.050048828125,1739.4000244140625,1480201
2022-02-09,1779.8934326171875,1783.1500244140625,1791.9000244140625,1718.0999755859375,1724.5999755859375,1674022
2022-02-10,1782.837890625,1786.0999755859375,1809.0,1766.0,1799.0,1747943
2022-02-11,1761.077880859375,1764.300048828125,1774.9000244140625,1743.3499755859375,1764.0,1196002
2022-02-14,1660.9110107421875,1663.949951171875,1737.9000244140625,1653.0,1736.300048828125,1919476
2022-02-15,1741.0643310546875,1744.25,1751.4000244140625,1627.8499755859375,1636.0,2261554
2022-02-16,1734.9256591796875,1738.0999755859375,1776.0,1730.0,1744.25,1663614
2022-02-17,1727.7886962890625,1730.949951171875,1762.0,1724.0,1750.0,1075487
2022-02-18,1733.1290283203125,1736.300048828125,1754.5999755859375,1725.0,1739.0,945100
2022-02-21,1682.1221923828125,1685.199951171875,1738.800048828125,1671.300048828125,1738.800048828125,1449291
2022-02-22,1664.6541748046875,1667.699951171875,1678.9000244140625,1630.0,1636.0999755859375,1717579
2022-02-23,1685.6158447265625,1688.699951171875,1717.5,1670.0,1682.0,1285012
2022-02-24,1541.1302490234375,1543.949951171875,1648.5999755859375,1528.800048828125,1626.0,2798065
2022-02-25,1615.74365234375,1618.699951171875,1638.0999755859375,1578.800048828125,1594.0,1741584
2022-02-28,1641.44677734375,1644.449951171875,1651.0999755859375,1592.25,1603.75,1869037
2022-03-02,1638.801513671875,1641.800048828125,1664.25,1615.5,1638.0,1249817
2022-03-03,1640.7978515625,1643.800048828125,1678.199951171875,1634.949951171875,1670.0,1333325
2022-03-04,1612.0504150390625,1615.0,1655.5,1601.199951171875,1621.800048828125,1433490
2022-03-07,1561.193603515625,1564.050048828125,1592.0,1539.300048828125,1590.0,1508821
2022-03-08,1598.6749267578125,1601.5999755859375,1607.4000244140625,1553.4000244140625,1574.9000244140625,1396347
2022-03-09,1653.524658203125,1656.550048828125,1669.949951171875,1608.0,1609.5999755859375,1498176
2022-03-10,1739.6668701171875,1742.8499755859375,1749.5999755859375,1678.25,1682.0,2294474
2022-03-11,1730.9329833984375,1734.0999755859375,1757.0,1721.199951171875,1750.0,1354129
2022-03-14,1732.92919921875,1736.0999755859375,1752.449951171875,1722.449951171875,1732.0,659190
2022-03-15,1698.2926025390625,1701.4000244140625,1754.199951171875,1686.6500244140625,1740.0,1085901
2022-03-16,1754.7891845703125,1758.0,1764.0,1718.6500244140625,1724.0,1269866
2022-03-17,1816.3267822265625,1819.6500244140625,1823.5999755859375,1760.0,1775.5999755859375,2392329
2022-03-21,1799.6572265625,1802.949951171875,1841.9000244140625,1796.1500244140625,1836.050048828125,1081052
2022-03-22,1828.2049560546875,1831.550048828125,1837.0,1790.0,1802.949951171875,964066
2022-03-23,1807.6925048828125,1811.0,1848.050048828125,1800.8499755859375,1848.050048828125,1553366
2022-03-24,1829.4527587890625,1832.800048828125,1839.550048828125,1800.1500244140625,1815.0,1030145
2022-03-25,1863.5902099609375,1867.0,1878.0,1822.0,1835.550048828125,1366115
2022-03-28,1906.212158203125,1909.699951171875,1924.4000244140625,1851.050048828125,1876.9000244140625,1895438
2022-03-29,1913.7484130859375,1917.25,1930.9000244140625,1885.5,1919.25,1715098
2022-03-30,1991.60595703125,1995.25,2015.0,1917.300048828125,1927.699951171875,3215951
2022-03-31,2011.0704345703125,2014.75,2042.0,1991.0,2005.0,2786973
2022-04-01,2039.9176025390625,2043.6500244140625,2049.0,2013.050048828125,2018.0,1267111
2022-04-04,2062.076904296875,2065.85009765625,2075.5,2032.0,2050.0,1334265
2022-04-05,2135.942138671875,2139.85009765625,2189.800048828125,2067.60009765625,2078.0,4970260
2022-04-06,2156.05517578125,2160.0,2182.85009765625,2124.199951171875,2153.75,2259018
2022-04-07,2095.21630859375,2099.050048828125,2214.949951171875,2081.25,2165.949951171875,3499044
2022-04-08,2166.985107421875,2170.949951171875,2176.0,2105.25,2115.0,1924054
2022-04-11,2176.218017578125,2180.199951171875,2200.0,2158.5,2181.85009765625,1615715
2022-04-12,2192.9375,2196.949951171875,2219.0,2155.0,2188.0,2632324
2022-04-13,2195.43310546875,2199.449951171875,2217.14990234375,2173.449951171875,2210.0,992512
2022-04-18,2229.770263671875,2233.85009765625,2240.0,2156.75,2179.800048828125,1747434
2022-04-19,2164.33984375,2168.300048828125,2255.0,2140.10009765625,2245.0,1639219
2022-04-20,2179.961181640625,2183.949951171875,2207.949951171875,2161.89990234375,2178.0,1119025
2022-04-21,2282.17431640625,2286.35009765625,2293.550048828125,2203.89990234375,2216.0,2243636
2022-04-22,2269.148193359375,2273.300048828125,2306.0,2265.0,2297.0,1786042
2022-04-25,2280.028076171875,2284.199951171875,2295.0,2242.60009765625,2259.949951171875,1683622
2022-04-26,2390.925537109375,2395.300048828125,2413.89990234375,2295.10009765625,2297.0,3199358
2022-04-27,2329.83740234375,2334.10009765625,2420.949951171875,2325.0,2404.949951171875,2559876
2022-04-28,2374.205810546875,2378.550048828125,2389.89990234375,2336.300048828125,2359.85009765625,1679893
2022-04-29,2327.74072265625,2332.0,2394.14990234375,2301.5,2389.0,1916180
2022-05-02,2335.227294921875,2339.5,2362.300048828125,2311.0,2325.0,1006544
2022-05-04,2249.68359375,2253.800048828125,2362.89990234375,2233.050048828125,2358.699951171875,1744686
2022-05-05,2251.28076171875,2255.39990234375,2303.800048828125,2236.0,2270.0,1636796
2022-05-06,2243.5947265625,2247.699951171875,2262.0,2200.0,2210.0,1161579
2022-05-09,2193.63623046875,2197.64990234375,2244.199951171875,2180.0,2229.5,1450886
2022-05-10,2105.647216796875,2109.5,2220.0,2097.5,2190.0,1471866
2022-05-11,2115.429443359375,2119.300048828125,2157.75,2077.0,2109.60009765625,1397917
2022-05-12,2041.4647216796875,2045.199951171875,2113.60009765625,2011.050048828125,2103.0,1553685
2022-05-13,2050.398193359375,2054.14990234375,2135.0,2035.300048828125,2084.5,1547617
2022-05-16,2102.0537109375,2105.89990234375,2141.949951171875,2057.64990234375,2082.64990234375,1742552
2022-05-17,2180.85986328125,2184.85009765625,2192.25,2119.39990234375,2133.050048828125,1061085
2022-05-18,2177.11669921875,2181.10009765625,2216.89990234375,2172.0,2199.699951171875,1296983
2022-05-19,2110.8876953125,2114.75,2154.75,2097.60009765625,2145.0,986930
2022-05-20,2215.49658203125,2219.550048828125,2232.39990234375,2151.0,2159.0,1444803
2022-05-23,2166.685546875,2170.64990234375,2245.0,2155.64990234375,2231.75,1455450
2022-05-24,2156.254638671875,2160.199951171875,2178.89990234375,2142.550048828125,2161.0,1008943
2022-05-25,2070.361572265625,2074.14990234375,2181.449951171875,2066.199951171875,2168.0,1382448
2022-05-26,2042.6627197265625,2046.4000244140625,2088.0,1906.199951171875,2077.0,4967514
2022-05-27,2076.35107421875,2080.14990234375,2094.300048828125,2047.699951171875,2080.0,1354005
2022-05-30,2161.69482421875,2165.64990234375,2175.0,2102.0,2120.0,1384584
2022-05-31,2163.591064453125,2167.550048828125,2225.800048828125,2150.39990234375,2160.0,2861556
2022-06-01,2146.971435546875,2150.89990234375,2189.300048828125,2126.0,2169.949951171875,1448212
2022-06-02,2205.36474609375,2209.39990234375,2218.0,2142.300048828125,2155.0,1855167
2022-06-03,2186.0,2190.0,2242.25,2176.050048828125,2235.0,1651685
2022-06-06,2220.986328125,2225.050048828125,2230.0,2168.199951171875,2188.5,1664487
2022-06-07,2223.481689453125,2227.550048828125,2254.699951171875,2207.050048828125,2210.0,2046676
2022-06-08,2173.2236328125,2177.199951171875,2244.949951171875,2158.550048828125,2244.949951171875,1530739
2022-06-09,2215.14697265625,2219.199951171875,2224.0,2155.0,2160.300048828125,1440385
2022-06-10,2199.07666015625,2203.10009765625,2215.0,2171.0,2190.0,1305761
2022-06-13,2075.95166015625,2079.75,2172.5,2066.75,2172.5,1764172
2022-06-14,2192.4384765625,2196.449951171875,2274.0,2053.10009765625,2274.0,6515102
2022-06-15,2180.610107421875,2184.60009765625,2219.699951171875,2174.199951171875,2218.39990234375,1313510
2022-06-16,2079.19580078125,2083.0,2217.300048828125,2076.050048828125,2205.0,2131789
2022-06-17,2091.972412109375,2095.800048828125,2137.39990234375,2060.14990234375,2062.0,2280135
2022-06-20,2076.051513671875,2079.85009765625,2123.300048828125,2025.0,2107.300048828125,2603594
2022-06-21,2157.851806640625,2161.800048828125,2177.0,2091.64990234375,2100.0,1331500
