Price,Close,High,Low,Open,Volume
Ticker,MARUTI.NS,MARUTI.NS,MARUTI.NS,MARUTI.NS,MARUTI.NS
Date,,,,,
2021-12-22,7238.068359375,7267.561751241791,7122.776009350269,7122.776009350269,368978
2021-12-23,7202.3837890625,7312.411299631308,7171.038014505103,7293.886524338909,249919
2021-12-24,7134.0859375,7263.515615318193,7070.760266287,7254.886874916627,357447
2021-12-27,7107.17626953125,7146.663290440231,7006.460181936462,7095.086511429597,190180
2021-12-28,7114.92822265625,7174.938559246333,7073.637374896815,7136.914017350613,214533
2021-12-29,7166.21142578125,7180.787688978511,7059.353105928317,7115.171177237756,287776
2021-12-30,7100.1083984375,7210.184479980105,7073.929867919047,7166.163854374077,296041
2021-12-31,7240.70166015625,7263.174948830885,7107.712882359318,7107.712882359318,313398
2022-01-03,7335.7138671875,7415.711937304058,7234.412685045902,7234.412685045902,456599
2022-01-04,7439.25732421875,7457.684505400941,7331.911031587799,7409.910085115329,495182
2022-01-05,7580.87451171875,7612.707780880797,7415.370266610589,7434.138789251721,710043
2022-01-06,7684.95458984375,7701.870730334947,7491.760773141715,7587.358175766752,739981
2022-01-07,7708.2568359375,7746.086188292099,7639.520166707346,7684.954712788063,523116
2022-01-10,7922.3642578125,8026.102907663851,7725.952693387439,7751.156233713267,827930
2022-01-11,7940.15771484375,7958.292590502208,7867.472059194214,7897.404387237421,688923
2022-01-12,7966.38525390625,7994.9036602553315,7912.029658899026,7994.9036602553315,288174
2022-01-13,7875.02880859375,8053.403102854962,7753.106715968845,7970.529099980547,684931
2022-01-14,7882.0,7941.2790936603415,7752.131377985681,7752.131377985681,299536
2022-01-17,8058.76513671875,8159.5792995754255,7897.502180258221,7921.584103664017,862249
2022-01-18,7717.177734375,8042.62908026341,7694.119358723354,8042.62908026341,785199
2022-01-19,7815.212890625,7858.404676271921,7663.407041624975,7730.6812255781715,681632
2022-01-20,7835.3466796875,7936.404113511331,7797.516851097496,7799.905762664699,522850
2022-01-21,7984.763671875,8037.802936162426,7659.556063410412,7770.656162204577,1041476
2022-01-24,7850.8974609375,8124.381656907328,7753.886132955332,7984.178541165513,1153538
2022-01-25,8387.4326171875,8447.297270015808,7690.608877103685,7790.155261706638,2162832
2022-01-27,8599.591796875,8747.2539619511,8189.950091169412,8439.49853125898,2899559
2022-01-28,8337.076171875,8706.645286702307,8309.190935956785,8575.021869714086,1045088
2022-01-31,8382.2666015625,8501.897854692976,8338.879622831555,8409.273967514555,561419
2022-02-01,8345.314453125,8570.926153301516,8142.126529608232,8475.572496932626,819689
2022-02-02,8302.267578125,8465.821835044113,8229.143469219287,8365.105752805344,580433
2022-02-03,8378.7080078125,8577.946472334112,8309.532402266663,8336.14939059521,810019
2022-02-04,8336.6845703125,8462.896974255698,8279.696323647198,8423.800331070384,404421
2022-02-07,8298.7587890625,8399.523439839466,8189.900974422695,8331.27426505261,446099
2022-02-08,8384.3623046875,8569.268241957589,8225.048855035307,8401.180850812076,998182
2022-02-09,8725.6083984375,8764.948791730105,8406.348319669167,8406.348319669167,1403525
2022-02-10,8585.2109375,8823.644136416311,8570.050059825604,8823.644136416311,811887
2022-02-11,8518.619140625,8643.271010039072,8456.365568328598,8519.447499799371,671572
